title,budget,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Alien³,50000000,8077,en,Alien³,45.856409,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-05-22,159773545,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The bitch is back.,6.2,1633
Evita,55000000,8818,en,Evita,7.027139,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",1996-12-14,141047179,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Most Anticipated Motion Picture Event of The Year,5.9,120
Ronin,55000000,8195,en,Ronin,32.657488,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""FGM Entertainment"", ""id"": 2347}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-25,41610884,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Your ally could become your enemy.,6.7,658
The Ghost and the Darkness,50000000,10586,en,The Ghost and the Darkness,12.46525,"[{""name"": ""Constellation Films"", ""id"": 457}, {""name"": ""Paramount"", ""id"": 6033}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-11,75000000,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Prey For The Hunters,6.4,236
Paddington,55000000,116149,en,Paddington,39.882276,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-27,259207227,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Adventure Begins,7.0,883
The Watch,68000000,80035,en,The Watch,39.395881,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Down Productions"", ""id"": 37336}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-07-26,68267862,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Got Protection?,5.3,881
The Hunted,55000000,10632,en,The Hunted,8.634954,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Alphaville Films"", ""id"": 11462}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-11,34234008,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some men should not be found.,6.0,189
Instinct,80000000,12117,en,Instinct,7.386394,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-04,0,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,6.2,146
Stuck on You,55000000,1792,en,Stuck on You,8.802525,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-10,33828318,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",5.1,188
Semi-Pro,0,13260,en,Semi-Pro,10.449975,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Road Rebel"", ""id"": 2648}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-28,33472850,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Putting the funk into the dunk.,5.4,251
The Pirates! In an Adventure with Scientists!,60000000,72197,en,The Pirates! In an Adventure with Scientists!,23.700759,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Aardman Animations"", ""id"": 297}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-03-12,118338361,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's A Plunderful Life,6.4,374
Changeling,55000000,3580,en,Changeling,27.50916,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-30,113020255,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To find her son, she did what no one else dared.",7.3,1131
Chain Reaction,50000000,12123,en,Chain Reaction,20.58862,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Chicago Pacific Entertainment"", ""id"": 2377}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-02,60209334,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Reaction Time 8-4-96,5.3,284
The Fan,55000000,9566,en,The Fan,4.366488,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-15,18626419,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All fans have a favorite player.  This one has a favorite target.,5.7,194
The Phantom of the Opera,70000000,9833,en,The Phantom of the Opera,18.927463,"[{""name"": ""Odyssey Entertainment"", ""id"": 3539}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Really Useful Films"", ""id"": 38504}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-08,154648887,143,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The classic musical comes to the big screen for the first time.,7.0,438
Elizabeth: The Golden Age,55000000,4517,en,Elizabeth: The Golden Age,15.274137,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-09-09,74237563,114,"[{""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Woman. Warrior. Queen.,6.6,303
Æon Flux,62000000,8202,en,Æon Flux,29.954302,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Colossal Pictures"", ""id"": 6041}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}, {""name"": ""MTV Productions"", ""id"": 11534}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-30,52304001,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Perfect World Meets The Perfect Assassin,5.4,703
Gods and Generals,56000000,16072,en,Gods and Generals,4.362535,"[{""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Turner Pictures"", ""id"": 1765}, {""name"": ""Antietam Filmworks"", ""id"": 17462}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-02-21,12923936,214,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The nations heart was touched by...,6.1,48
Turbulence,55000000,34314,en,Turbulence,4.700024,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-01-09,11466088,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If you weren't afraid of flying before, you will be now.",5.2,62
Imagine That,55000000,19724,en,Imagine That,12.340384,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Internationale Filmproduktion Stella-del-Sud Third"", ""id"": 89562}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-19,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What if your daughter's imagination... Was the secret to your success?,5.7,134
Muppets Most Wanted,50000000,145220,en,Muppets Most Wanted,14.808304,"[{""name"": ""Buena Vista"", ""id"": 32}, {""name"": ""Disney"", ""id"": 6421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-20,80383290,112,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Taking the world by farce,6.2,316
Thunderbirds,57000000,14623,en,Thunderbirds,9.27875,"[{""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Tracy Films"", ""id"": 12362}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2004-07-23,28283637,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,4.2,91
Burlesque,55000000,42297,en,Burlesque,22.863516,"[{""name"": ""Bedford Falls Productions"", ""id"": 348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-23,89519773,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It takes a legend... to make a star,6.9,573
A Very Long Engagement,47000000,2841,fr,Un long dimanche de fiançailles,23.05451,"[{""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""2003 Productions"", ""id"": 1232}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Tapioca Films"", ""id"": 12000}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""R\u00e9gion Bretagne"", ""id"": 20346}, {""name"": ""R\u00e9gion Poitou-Charentes"", ""id"": 76911}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2004-10-26,0,133,"[{""iso_639_1"": ""co"", ""name"": """"}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Never let go,7.1,346
Lolita,2000000,802,en,Lolita,23.962109,"[{""name"": ""Seven Arts Productions"", ""id"": 516}, {""name"": ""Allied Artists"", ""id"": 517}, {""name"": ""Transworld Pictures"", ""id"": 518}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1962-06-13,9250000,153,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How did they ever make a movie of ...,7.3,395
D-Tox,55000000,10375,en,D-Tox,12.669778,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-04,6416302,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Survival is a Killer.,5.3,123
Blade II,54000000,36586,en,Blade II,67.169587,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Milk & Honey"", ""id"": 5611}, {""name"": ""Imaginary Forces"", ""id"": 11321}, {""name"": ""Justin Pictures"", ""id"": 11322}, {""name"": ""Linovo Productions GmbH & Co. KG"", ""id"": 11323}, {""name"": ""Pacific Title and Art Studio"", ""id"": 11324}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-22,155010032,117,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Faster. Sharper. Deadlier.,6.2,1528
Seven Pounds,55000000,11321,en,Seven Pounds,41.472404,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-18,168167691,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Seven names. Seven strangers. One secret.,7.5,2039
Bullet to the Head,55000000,70074,en,Bullet to the Head,22.503935,"[{""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""EMJAG Productions"", ""id"": 14654}, {""name"": ""Millar Gough Ink"", ""id"": 20356}, {""name"": ""Headshot Films"", ""id"": 25876}]","[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-31,9489829,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Revenge Never Gets Old.,5.2,481
The Godfather: Part III,54000000,242,en,The Godfather: Part III,59.194915,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-12-24,136766062,162,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,All the power on earth can't change destiny.,7.1,1546
Elizabethtown,57000000,9621,en,Elizabethtown,22.894898,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Vinyl Films"", ""id"": 485}, {""name"": ""KMP Film Invest"", ""id"": 20157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-06,52034889,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's a heck of a place to find yourself,6.1,327
"You, Me and Dupree",54000000,1819,en,"You, Me and Dupree",18.600367,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""MMCB Film Produktion 2004"", ""id"": 59957}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-14,130431368,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two's company. Dupree's a crowd.,5.4,407
Superman II,54000000,8536,en,Superman II,30.515175,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dovemead Films"", ""id"": 51861}, {""name"": ""Film Export A.G."", ""id"": 51862}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-12-04,190458706,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Man of Steel meets his match!,6.5,629
Gigli,54000000,8046,en,Gigli,9.053456,"[{""name"": ""City Light Films"", ""id"": 136}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Casey Silver Productions"", ""id"": 877}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-01,7266209,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life doesn't play by the rules.,3.5,104
All the King's Men,55000000,1717,en,All the King's Men,7.768223,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-10,9450897,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some people will do anything to gain power. Some will do anything to keep it.,5.7,95
Shaft,46000000,479,en,Shaft,19.643365,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-06-15,107196498,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"Still the man, any questions?",5.5,308
Anastasia,53000000,9444,en,Anastasia,45.565918,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox Animation Studios"", ""id"": 11231}, {""name"": ""Fox Family Films"", ""id"": 11232}, {""name"": ""The Big Gun Project"", ""id"": 11233}, {""name"": ""Little Wolf Entertainment"", ""id"": 11234}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-20,139804348,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Discover the Adventure Behind the Greatest Mystery of Our Time.,7.4,1432
Moulin Rouge!,52500000,824,en,Moulin Rouge!,57.374341,"[{""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-03-09,179213434,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Laws. No Limits. One Rule. Never Fall In Love.,7.4,1300
Domestic Disturbance,75000000,11456,en,Domestic Disturbance,8.41856,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-10-30,54249294,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He will do anything to protect his family.,5.4,113
Black Mass,53000000,261023,en,Black Mass,46.049902,"[{""name"": ""Infinitum Nihil"", ""id"": 2691}, {""name"": ""Head Gear Films"", ""id"": 5056}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""Vendian Entertainment"", ""id"": 50481}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-04,98837872,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Keep your enemies close.,6.3,1242
